name,freelance,createdAt,profileName,totalNumberOfFollowing,totalNumberOfFollowers,vizCount,visibleWorkbookCount,lastPublishDate,organization,title,bio,featuredVizRepoUrl,profileUrl,country,state,city
Amber Shelffo,False,2019-08-01,amber.shelffo,0,0,0,0,,Illumina,,,,https://public.tableau.com/app/profile/amber.shelffo,United States,California,San Diego
Howie Li,False,2019-08-01,howie.haoyang.li,0,0,13,2,2019-09-09,,,,,https://public.tableau.com/app/profile/howie.haoyang.li,United States,California,West Hollywood
Chance C.,False,2019-08-01,chance5341,0,0,1,0,2019-08-17,Fish in the Fields,,,,https://public.tableau.com/app/profile/chance5341,United States,California,San Francisco
Anita Grunwald,False,2017-11-01,anita.grunwald,1,2,6,2,2020-07-09,,,"Data Scientist +
Operations Research and Industrial Engineering",Corona-ICUtrendsinCaliforniaCounties,https://public.tableau.com/app/profile/anita.grunwald,United States,California,
Alberto Coppola,False,2021-07-01,alberto.coppola,0,0,16,0,2021-10-08,Institute of the Americas,,,,https://public.tableau.com/app/profile/alberto.coppola,United States,California,San Diego
Rocio Rivera Escamilla,False,2021-07-01,roc.o.rivera.escamilla,1,0,8,1,2021-07-09,,,,,https://public.tableau.com/app/profile/roc.o.rivera.escamilla,United States,California,SAN FRANCISCO
Darren Wilson,False,2019-08-01,darren.wilson,0,0,16,0,2019-08-19,San Jose State University,,,,https://public.tableau.com/app/profile/darren.wilson,United States,California,
Bryan Kauffmann,False,2019-07-01,bryan.kauffmann,0,0,16,16,2021-04-20,NorCal Kenworth,,,,https://public.tableau.com/app/profile/bryan.kauffmann,United States,California,Sacramento
Pete Swearengen,False,2019-07-01,pete.swearengen4890,0,0,11,1,2019-08-01,CTO AmericaSCORES Bay Area,,,,https://public.tableau.com/app/profile/pete.swearengen4890,United States,California,
Michael Kinnen,False,2021-07-01,michael.kinnen,15,0,127,21,2021-07-24,Concordia University Irvine,Assistant Professor / Corporate Finance,,CryptocurrenciesDashboard,https://public.tableau.com/app/profile/michael.kinnen,United States,California,Irvine
Greg Tanaka,False,2019-07-01,priya.hariharan4343,0,0,24,1,2019-07-17,Councilmember,,,,https://public.tableau.com/app/profile/priya.hariharan4343,United States,California,Palo Alto
Ernesto Vilchis,False,2019-07-01,ernesto5466,0,0,2,0,2019-07-30,Community Vision,,,,https://public.tableau.com/app/profile/ernesto5466,United States,California,San Francisco
Shmoil Pourdavoud,False,2019-07-01,shmoil.pourdavoud,0,0,90,12,2020-11-21,Self Employed,,,CovidAccessRev2,https://public.tableau.com/app/profile/shmoil.pourdavoud,United States,California,Palmdale
North State Together,False,2019-04-01,north.state.together,4,1,109,11,2021-07-06,North State Together,,,CARacetoSubmit,https://public.tableau.com/app/profile/north.state.together,United States,California,Redding
Daniel Kagan,False,2019-07-01,daniel.kagan,4,0,20,4,2020-11-08,RCLCO,,,,https://public.tableau.com/app/profile/daniel.kagan,United States,California,Los Angeles
JM,False,2019-07-01,jose7030,0,0,40,5,2020-08-15,UC DAVIS,,STUDENT,,https://public.tableau.com/app/profile/jose7030,United States,California,DAVUS
Jaden Bailey,False,2021-06-01,jaden3821,0,0,4,1,2021-08-23,,,Data Analyst | Recent College Graduate ,,https://public.tableau.com/app/profile/jaden3821,United States,California,
Ahmet Kusoglu,False,2019-07-01,ahmet.kusoglu,0,0,4,0,2019-09-22,Berkeley Lab,,,,https://public.tableau.com/app/profile/ahmet.kusoglu,United States,California,Berkeley
Kai Bogdanovich,False,2019-07-01,kai.bogdanovich,0,0,5,1,2019-07-07,"University of Illinois, Urbana-Champaign",,,,https://public.tableau.com/app/profile/kai.bogdanovich,United States,California,
Frank Blechschmidt,False,2019-07-01,frank.blechschmidt,0,0,8,1,2019-07-06,UIUC,,,,https://public.tableau.com/app/profile/frank.blechschmidt,United States,California,Mountain View
Ram Muthaiah,False,2019-06-01,ram.muthaiah,0,0,57,6,2019-07-14,Nile Technology Solutions Inc,,,,https://public.tableau.com/app/profile/ram.muthaiah,United States,California,
Patrick Bacon,False,2019-03-01,patrick.bacon,0,1,6,1,2019-10-18,San Jose State University,,,,https://public.tableau.com/app/profile/patrick.bacon,United States,California,Fremont
Drew Garrison,False,2019-03-01,drew.garrison,1,1,17,3,2019-08-08,City of San Diego,,,,https://public.tableau.com/app/profile/drew.garrison,United States,California,San Diego
Geoff Neill,False,,countydata,0,5,477,19,2020-11-06,CSAC,,"I work for counties, analyzing policy and fiscal trends.",StateSpendingBelowPeak,https://public.tableau.com/app/profile/countydata,United States,California,Sacramento
Sidhant Ahluwalia,False,2019-06-01,sidhant.pal.ahluwalia,0,0,1,1,2019-06-16,CSUF,,,,https://public.tableau.com/app/profile/sidhant.pal.ahluwalia,United States,California,Fullerton
Ajinkya,False,2019-06-01,ajinkya4046,0,0,2,2,2019-06-18,,,,,https://public.tableau.com/app/profile/ajinkya4046,United States,California,San Francisco Bay Area
Liza Hartlaub,False,2019-03-01,liza.hartlaub,4,1,56,10,2019-04-06,,,Financial Analyst pivoting towards data analytics,,https://public.tableau.com/app/profile/liza.hartlaub,United States,California,
Karen Magat,False,2019-06-01,karen.magat,0,0,0,0,,Salesforce,,,,https://public.tableau.com/app/profile/karen.magat,United States,California,San Francisco
Vyas Bhagwat,False,2017-01-01,vyas.bhagwat,2,2,24,2,2017-05-13,San Jose State University,,,,https://public.tableau.com/app/profile/vyas.bhagwat,United States,California,San Jose
Sam Walker,False,2019-06-01,sam.walker,0,0,13,3,2019-09-27,Tinuiti,,,,https://public.tableau.com/app/profile/sam.walker,United States,California,San Diego
Bill Fickett,False,2019-05-01,bill.fickett,0,0,11,3,2020-02-17,Grace to You,,,,https://public.tableau.com/app/profile/bill.fickett,United States,California,Valencia
Jesse Pereyra,False,2016-10-01,jesse.pereyra,2,2,80,8,2017-03-03,Year Up Bay Area,,,2617_ParetoChartPractice,https://public.tableau.com/app/profile/jesse.pereyra,United States,California,San Jose
Thrivikram Reddy Devarapally,False,2019-05-01,thrivikram.reddy.devarapally,0,0,9,3,2019-05-21,,,,,https://public.tableau.com/app/profile/thrivikram.reddy.devarapally,United States,California,san Francisco
Harsh Shah,False,2019-05-01,harsh1725,0,0,3,1,2019-05-21,Fetch Robotics,,,,https://public.tableau.com/app/profile/harsh1725,United States,California,Santa Clara
MSJC,False,2016-09-01,msjc,0,2,209,31,2019-09-03,,,Mt. San Jacinto Community College,,https://public.tableau.com/app/profile/msjc,United States,California,San Jacinto
Wally Campbell,False,2019-05-01,wally.campbell,3,0,0,0,,Self,,,,https://public.tableau.com/app/profile/wally.campbell,United States,California,San Bruno
Dieu Phan,False,2019-04-01,dieu5503,0,0,37,7,2019-06-10,Year Up,,,,https://public.tableau.com/app/profile/dieu5503,United States,California,San Jose
Rafael O'Hara,False,2019-04-01,rafael.o.hara,0,0,57,10,2019-07-06,,,,,https://public.tableau.com/app/profile/rafael.o.hara,United States,California,San Diego
Zeke Munoz,False,2019-04-01,zeke.munoz,1,0,0,0,,Cohesity,,,,https://public.tableau.com/app/profile/zeke.munoz,United States,California,San Jose
San Lorenzo Unified School District,False,2016-01-01,sanlorenzounified,0,2,166,53,2020-12-06,San Lorenzo Unified School District,,,,https://public.tableau.com/app/profile/sanlorenzounified,United States,California,San Lorenzo
Nick Josefowitz,False,2015-04-01,n.j8423,0,0,45,14,2020-05-29,SPUR,,"Director of Policy at SPUR. Sustainability, Resiliency, Transportation, Housing, Economic Policy. San Francisco, San Jose, Oakland, Bay Area, California.",COVIDDensityUSA,https://public.tableau.com/app/profile/n.j8423,United States,California,San Francisco
Yi Liu,False,2019-04-01,yi.liu6505,0,0,6,6,2019-04-17,SJSU,,,,https://public.tableau.com/app/profile/yi.liu6505,United States,California,San Jose
Janine Riopel,False,2019-04-01,janine.riopel,0,0,25,5,2021-03-22,San Joaquin Delta College,,,ProgramReviewDashboard11_18_20,https://public.tableau.com/app/profile/janine.riopel,United States,California,
CULA,False,2019-04-01,mason.trullinger,0,0,4,1,2021-03-15,CULA,,,,https://public.tableau.com/app/profile/mason.trullinger,United States,California,San Diego
mabel garcia,False,2021-06-01,mabel.garcia,0,0,15,1,2021-07-08,GLEMBA - UT Dallas,,,,https://public.tableau.com/app/profile/mabel.garcia,United States,California,Sacramento
Jasvinder Banga,False,2019-04-01,jasvinder.banga,2,0,2,1,2021-10-12,Dexcom,,,,https://public.tableau.com/app/profile/jasvinder.banga,United States,California,San Diego
Irma Maria Covarrubias,False,2018-12-01,imcovarrubias,3,1,71,15,2021-06-29,San Diego State University,,,,https://public.tableau.com/app/profile/imcovarrubias,United States,California,San Diego
Alina Smirnova,False,2019-03-01,alina.smirnova,0,0,19,8,2019-07-03,1988,,,,https://public.tableau.com/app/profile/alina.smirnova,United States,California,Santa Clara
Barbara,False,2019-03-01,barbara7265,0,0,6,1,2019-03-27,Tiny Filmhouse,,Mobile Filmmaker,,https://public.tableau.com/app/profile/barbara7265,United States,California,
Jeremy Wood,False,2018-06-01,jeremy.wood,2,3,126,2,2021-10-11,"Research & Assessment, Ontario-Montclair School District",,,RIDashboard_2,https://public.tableau.com/app/profile/jeremy.wood,United States,California,Ontario
Civic Life of Cities Lab,False,2019-03-01,valerie.dao7367,0,0,131,19,2021-08-05,Center on Philanthropy and Civil Society,,,,https://public.tableau.com/app/profile/valerie.dao7367,United States,California,
Zhuyun (Jeannette) WU,False,2019-02-01,zhuyun.wu,0,0,0,0,,USC,,,,https://public.tableau.com/app/profile/zhuyun.wu,United States,California,Los Angeles
Darius Kay,False,2019-02-01,darius.kay,0,0,21,2,2019-03-25,,,Hiyah! Hiyah hiyah! hoooooyyyyah!,LosAngelesCrimesAgainsttheHomeless,https://public.tableau.com/app/profile/darius.kay,United States,California,
ACLU of SoCal,False,2018-09-01,aclu.of.southern.california,0,1,32,2,2020-08-18,ACLU of Southern California,,"The American Civil Liberties Union (ACLU) defends the fundamental rights outlined in the United States Constitution and the Bill of Rights. These include the right to freedom of speech and assembly, the right to religious freedom, due process of law, equality before the law and the right to privacy. The ACLU also relies on state constitutional provisions and federal and state laws that further these and similar rights.",,https://public.tableau.com/app/profile/aclu.of.southern.california,United States,California,
Darren Smith,False,2019-02-01,darren.smith4607,0,0,13,2,2019-08-22,SDSU,,,,https://public.tableau.com/app/profile/darren.smith4607,United States,California,National City
Aastha Parekh,False,2019-02-01,aastha.parekh,0,0,12,2,2019-03-11,San Diego State University,,,,https://public.tableau.com/app/profile/aastha.parekh,United States,California,
Sharom Perez,False,2019-02-01,sharom.perez,0,0,2,1,2019-02-18,UCLAx,,,,https://public.tableau.com/app/profile/sharom.perez,United States,California,LOS ANGELES
junqi hu,False,2019-02-01,junqi.hu,0,0,24,3,2019-02-14,USC,,,,https://public.tableau.com/app/profile/junqi.hu,United States,California,Los Angeles
Venkata Parupudi,False,2019-02-01,sandeep.parupudi,0,0,2,1,2019-02-11,DEXCOM,,,WorldDemographicsAnalysis_29,https://public.tableau.com/app/profile/sandeep.parupudi,United States,California,San Diego
Malgorzata Cudzilo Chisinevski,False,2019-02-01,malgorzata.cudzilo.chisinevski,0,0,2,2,2020-03-06,,,,,https://public.tableau.com/app/profile/malgorzata.cudzilo.chisinevski,United States,California,Mountain View
Cristopher Arvizu Enriquez,False,2019-01-01,cristopher.arvizu.enriquez,4,0,0,0,,,,,,https://public.tableau.com/app/profile/cristopher.arvizu.enriquez,United States,California,San Diego
Evan Celaya,False,2019-01-01,evan.celaya,1,0,0,0,,USC,,,,https://public.tableau.com/app/profile/evan.celaya,United States,California,Los Angeles
VPS,False,2019-01-01,vps2439,0,0,3,1,2019-01-14,Virtual Power Systesms,,,,https://public.tableau.com/app/profile/vps2439,United States,California,Milpitas
Heather Passmore,False,2019-01-01,heather.passmore,4,0,0,0,,GreatSchools.org,,,,https://public.tableau.com/app/profile/heather.passmore,United States,California,Oakland
Jamison,False,2018-08-01,benjamin3686,0,1,397,17,2021-11-09,"Downtown Santa Monica, Inc.",,,,https://public.tableau.com/app/profile/benjamin3686,United States,California,Santa Monica
Cyndy,False,2018-12-01,cyndy.nguyen,0,0,11,1,2019-01-02,Illumina,,,,https://public.tableau.com/app/profile/cyndy.nguyen,United States,California,San Diego
JoeB,False,2018-12-01,joeb8498,0,0,1,1,2018-12-29,,,I'm just here for the graphs,,https://public.tableau.com/app/profile/joeb8498,United States,California,
Matthew Mauriello,False,2018-12-01,matthew.mauriello,0,0,4,2,2018-12-20,Stanford University,,,,https://public.tableau.com/app/profile/matthew.mauriello,United States,California,Cupertino
Alain Huynh,False,2018-12-01,alain.huynh,0,0,14,2,2018-12-19,,,,,https://public.tableau.com/app/profile/alain.huynh,United States,California,"Los Angeles, CA"
Shamika Patil,False,2018-07-01,shamika.patil,1,1,5,2,2021-05-12,University of Texas at Dallas,,,CoronavirusCOVID-19Cases_16203130044350,https://public.tableau.com/app/profile/shamika.patil,United States,California,San Francisco
JoeB,False,2018-12-01,joeb8498,0,0,1,1,2018-12-29,,,I'm just here for the graphs,,https://public.tableau.com/app/profile/joeb8498,United States,California,
Matthew Mauriello,False,2018-12-01,matthew.mauriello,0,0,4,2,2018-12-20,Stanford University,,,,https://public.tableau.com/app/profile/matthew.mauriello,United States,California,Cupertino
Alain Huynh,False,2018-12-01,alain.huynh,0,0,14,2,2018-12-19,,,,,https://public.tableau.com/app/profile/alain.huynh,United States,California,"Los Angeles, CA"
Obi Okafor,False,2018-12-01,obi1170,0,0,1040,7,2021-11-10,UCLA Health,,,,https://public.tableau.com/app/profile/obi1170,United States,California,Santa Monica
Michael Ferrara,False,2018-03-01,michael.ferrara,0,1,20,8,2019-10-26,Sonoma State University,,,ps8_22c,https://public.tableau.com/app/profile/michael.ferrara,United States,California,Rohnert Park
AndrewLutfi,False,2021-05-01,andrewlutfi,0,0,14,1,2021-05-12,Rebel Alliance,,I really like data,,https://public.tableau.com/app/profile/andrewlutfi,United States,California,
James Palmer,False,2018-12-01,james.palmer5965,0,0,2,1,2018-12-02,Data Analysis Student Portfolio,,,,https://public.tableau.com/app/profile/james.palmer5965,United States,California,
Josh Atlas,False,2018-11-01,josh.atlas,0,0,30,2,2018-12-12,,,Product Manager at Google Nest,,https://public.tableau.com/app/profile/josh.atlas,United States,California,
Serena Sheetz,False,2018-02-01,serena.sheetz,1,1,0,0,,San Francisco Airport,,,,https://public.tableau.com/app/profile/serena.sheetz,United States,California,San Francisco
Mike Hong,False,2018-11-01,min.taek.hong,0,0,30,3,2019-06-20,,,,,https://public.tableau.com/app/profile/min.taek.hong,United States,California,Los Angeles
Chin H. Seah,False,2018-11-01,chin.h.seah,0,0,13,2,2018-11-29,,,,,https://public.tableau.com/app/profile/chin.h.seah,United States,California,Santa Clara
Chenchen Pan,False,2018-11-01,chenchen.pan,0,0,66,7,2018-12-09,Stanford University,,,,https://public.tableau.com/app/profile/chenchen.pan,United States,California,Stanford
Meredith Valenzuela,False,2018-11-01,meredith.valenzuela,0,0,45,0,2020-03-04,,,Email: mevale11@ucla.edu,,https://public.tableau.com/app/profile/meredith.valenzuela,United States,California,
Ananye Patel,False,2018-10-01,ananye.patel,0,0,7,1,2018-10-29,UCLA,,,,https://public.tableau.com/app/profile/ananye.patel,United States,California,Los Angeles
Kelly Kwon,False,2018-10-01,kelly.kwon8222,2,0,0,0,,Genentech,,,,https://public.tableau.com/app/profile/kelly.kwon8222,United States,California,San Francisco
Dom Brassey,False,2018-10-01,dom.brassey,2,0,0,0,,Mapbox,,,,https://public.tableau.com/app/profile/dom.brassey,United States,California,San Francisco
Vladimir Kuznetsov,False,2018-10-01,vladimir.kuznetsov,0,0,1,1,2018-10-21,self employed,,,,https://public.tableau.com/app/profile/vladimir.kuznetsov,United States,California,Cupertino
Neil Nachnani,False,2018-10-01,neil.nachnani,0,0,3,3,2018-10-22,Purdue University,,,FlightVisualizations,https://public.tableau.com/app/profile/neil.nachnani,United States,California,Novato
Lester Carcamo,False,2018-10-01,lester.carcamo6672,0,0,10,2,2019-09-11,Bakersfield College,,,Final_Dec_2018,https://public.tableau.com/app/profile/lester.carcamo6672,United States,California,Bakersfield
Flume,False,2021-04-01,flumewater,0,0,45,0,2021-11-03,"Flume, Inc.",,,,https://public.tableau.com/app/profile/flumewater,United States,California,San Luis Obispo
Ghenet Tesfai,False,2018-10-01,ghenet.tesfai,0,0,11,2,2019-07-31,University of Redlands,,,ExecutiveOverviewofProfitsSampleSuperstore2014-2017,https://public.tableau.com/app/profile/ghenet.tesfai,United States,California,Redlands
naeemah burke,False,2018-09-01,naeemah5574,0,0,15,5,2021-10-31,CSU GLOBAL,,,,https://public.tableau.com/app/profile/naeemah5574,United States,California,Lake Elsinore
Jahnavi Allam,False,2021-04-01,goutham7556,0,0,8,2,2021-04-23,University of North Texas,,,,https://public.tableau.com/app/profile/goutham7556,United States,California,San Jose
Kendall Darfler,False,2021-04-01,kendall.darfler,0,0,24,0,2021-11-03,UCLA ISAP,,,,https://public.tableau.com/app/profile/kendall.darfler,United States,California,Los Angeles
Mujtaba Tarin,False,2018-09-01,mujtaba.tarin,0,0,49,4,2019-02-20,UC Berkeley,,,,https://public.tableau.com/app/profile/mujtaba.tarin,United States,California,Berkeley
Duke Nguyen,False,2018-08-01,duke.nguyen1525,0,0,8,1,2018-09-15,xyzSquare,,,,https://public.tableau.com/app/profile/duke.nguyen1525,United States,California,San Jose
Ashutosh Sakinala,False,2018-08-01,ashutosh.chandra.sakinala,0,0,20,1,2018-12-11,,,,,https://public.tableau.com/app/profile/ashutosh.chandra.sakinala,United States,California,San Jose
Zycada Networks,False,2018-08-01,zycada,0,0,207,0,2021-05-05,Zycada Networks,,,,https://public.tableau.com/app/profile/zycada,United States,California,Mountain View
TRIPTY FNU,False,2021-04-01,tripty.fnu,3,0,24,9,2021-06-24,https://journalstimes.com/,Editor,,WorldsIncomeLifeExpentency10yearsago,https://public.tableau.com/app/profile/tripty.fnu,United States,California,cupertino
Kim Lane,False,2018-08-01,kim.lane,0,0,10,4,2018-11-26,The Claremont Colleges,,,,https://public.tableau.com/app/profile/kim.lane,United States,California,Claremont
Cerro Coso Institutional Research,False,2019-06-01,cc.research,0,4,190,9,2021-05-05,Cerro Coso Community College - Office of Institutional Research,,,CCCCAPRCourseDatav5_5,https://public.tableau.com/app/profile/cc.research,United States,California,Ridgecrest
Hotpads Research,False,2018-08-01,hotpads.research,0,0,76,23,2019-09-25,HotPads,,,,https://public.tableau.com/app/profile/hotpads.research,United States,California,San Francisco
Melissa Fallon,False,2018-07-01,melissa.fallon,0,0,2,2,2021-09-11,SFMTA,,,,https://public.tableau.com/app/profile/melissa.fallon,United States,California,San Francisco
Piyum,False,2017-06-01,piyum,26,1,12,1,2017-06-14,Slalom Consulting,,,,https://public.tableau.com/app/profile/piyum,United States,California,San Francisco Bay Area
CHRYSTLE DE LEON,False,2018-07-01,chrystle.de.leon,0,0,11,2,2021-02-14,,,,,https://public.tableau.com/app/profile/chrystle.de.leon,United States,California,SAN FRANCISCO
Ed Martin,False,2018-07-01,ed.martin3254,1,0,109,16,2019-01-03,Martin Softwerks,,,,https://public.tableau.com/app/profile/ed.martin3254,United States,California,Modesto
The Model 3.0,False,2018-07-01,zach.o.brien,0,0,32,1,2019-03-18,,,This is the Model 3.0,,https://public.tableau.com/app/profile/zach.o.brien,United States,California,
Brie Bastidas,False,2018-07-01,brie.bastidas,5,0,0,0,,Mapbox,,,,https://public.tableau.com/app/profile/brie.bastidas,United States,California,San Francisco
Sai Pruthvi Konduru Venkata,False,2021-04-01,sai.pruthvi.konduru.venkata,0,0,86,17,2021-04-27,,,,,https://public.tableau.com/app/profile/sai.pruthvi.konduru.venkata,United States,California,San Francisco
Wen Zhang,False,2018-06-01,wen62755788,0,0,29,2,2018-07-11,,,Data Scientist,,https://public.tableau.com/app/profile/wen62755788,United States,California,San Jose
Kevin Chih-Yao Huang,False,2018-06-01,kevin.chih.yao.huang,0,0,3,1,2018-06-30,,,Data Scientist,,https://public.tableau.com/app/profile/kevin.chih.yao.huang,United States,California,
MAAN AL BAYATI,False,2018-06-01,maan7349,0,0,73,14,2019-02-27,,,Data Analyst/Developer,,https://public.tableau.com/app/profile/maan7349,United States,California,Sacramento
Juan C. Reyes,False,2018-06-01,juan.c.reyes,0,0,52,12,2018-07-16,,,,,https://public.tableau.com/app/profile/juan.c.reyes,United States,California,San Francisco
Ayan Putatunda,False,2018-06-01,ayan2925,0,0,2,1,2018-06-15,University Of Illinois,,,,https://public.tableau.com/app/profile/ayan2925,United States,California,San Francisco
Robert Stack,False,2018-06-01,robert.stack,0,0,4,3,2018-06-08,n/a,,,,https://public.tableau.com/app/profile/robert.stack,United States,California,San Francisco
VIN Tableau Author,False,2017-02-01,vinfoundation,0,1,300,11,2019-04-02,Veterinary Information Network / VIN Foundation,,,,https://public.tableau.com/app/profile/vinfoundation,United States,California,Davis
Kevin Chiang,False,2018-06-01,ming.chang.chiang2210,1,0,17,3,2020-07-28,NA,,,,https://public.tableau.com/app/profile/ming.chang.chiang2210,United States,California,Sunnyvale
Jennifer Cruz-Hernandez,False,2018-05-01,jennifer.cruz.hernandez,0,0,4,1,2019-03-13,,,Aspiring Data Scientist,,https://public.tableau.com/app/profile/jennifer.cruz.hernandez,United States,California,
McKenna Tran,False,2021-04-01,mckenna.tran,0,0,5,1,2021-04-07,Biola University,,,,https://public.tableau.com/app/profile/mckenna.tran,United States,California,La Mirada
Mathias,False,2018-05-01,mathias.picot,0,0,0,0,,UC Davis,,,,https://public.tableau.com/app/profile/mathias.picot,United States,California,Davis
Bryn Phillips,False,2018-05-01,bryn.phillips,0,0,7,3,2020-02-12,UC Davis,,,,https://public.tableau.com/app/profile/bryn.phillips,United States,California,Monterey
Douglas Smith,False,2018-05-01,douglas.smith2734,1,0,5,1,2018-05-03,Biola,,,,https://public.tableau.com/app/profile/douglas.smith2734,United States,California,La Mirada
Yutao Chen,False,2016-11-01,yutao.chen,2,1,49,11,2018-10-30,Berkeley Graduate School of Journalism,,,,https://public.tableau.com/app/profile/yutao.chen,United States,California,Berkeley
Blake Hedlund,False,2018-05-01,blake.hedlund,0,0,28,1,2018-05-23,Inkling,,,,https://public.tableau.com/app/profile/blake.hedlund,United States,California,San Francisco
Kyle Smith,False,2018-04-01,kyle.w.smith,0,0,20,5,2018-06-14,,,,InitialResultsHappinessScoreDistribution,https://public.tableau.com/app/profile/kyle.w.smith,United States,California,San Diego
Gokul Lal Musuvathy Pandurengan,False,2018-04-01,gokul.lal.musuvathy.pandurengan,0,0,16,4,2018-05-02,,,,,https://public.tableau.com/app/profile/gokul.lal.musuvathy.pandurengan,United States,California,Fremont
Ramachandran Chandrasekaran,False,2018-04-01,ramachandran.chandrasekaran,0,0,52,12,2019-10-28,Sacramento Bee,,,,https://public.tableau.com/app/profile/ramachandran.chandrasekaran,United States,California,Sacramento
Sharon Cornu,False,2018-04-01,sharon.cornu,1,0,0,0,,Mills College,,,,https://public.tableau.com/app/profile/sharon.cornu,United States,California,Oakland
Pisacha,False,2018-04-01,pisacha4002,0,0,45,19,2018-08-24,,,Data is fun!,,https://public.tableau.com/app/profile/pisacha4002,United States,California,Los Angeles
Shreyas Kulkarni,False,2018-04-01,shreyask,0,0,12,2,2018-04-04,UC Davis,,,WhoshouldbethestartingcenterfortheWarriors,https://public.tableau.com/app/profile/shreyask,United States,California,San Jose
ericweiss_sa,False,2018-04-01,eric.alexander.weiss,0,0,6,2,2019-02-07,Draft Express Chemistry,,,,https://public.tableau.com/app/profile/eric.alexander.weiss,United States,California,
Jason Pfau,False,2018-03-01,jason.pfau,0,0,1,1,2018-03-26,Verdugo Fire,,,,https://public.tableau.com/app/profile/jason.pfau,United States,California,Glendale
Twinkle Singh,False,2018-03-01,twinkle.singh,0,0,31,5,2018-03-26,Qualcomm,,,,https://public.tableau.com/app/profile/twinkle.singh,United States,California,San Diego
Mayank Patel,False,2018-03-01,mayank.patel8887,0,0,2,1,2019-06-03,City of Orinda,,,,https://public.tableau.com/app/profile/mayank.patel8887,United States,California,Orinda
Nilesh Bhatti,False,2018-03-01,nileshbhatti,0,0,55,13,2020-05-14,Infosys Ltd,,,,https://public.tableau.com/app/profile/nileshbhatti,United States,California,Oak Park
Randy Saffold,False,2018-03-01,randy.saffold4734,0,0,25,8,2020-06-22,City of Manteca,,,,https://public.tableau.com/app/profile/randy.saffold4734,United States,California,Manteca
Rajender Yasarani,False,2018-03-01,rajender.yasarani,0,0,50,3,2018-03-06,Disney Studios,,,Dashboard_Coffee_Chain_Data_0,https://public.tableau.com/app/profile/rajender.yasarani,United States,California,Burbank
City of Upland,False,2018-02-01,city.of.upland,0,0,2,1,2018-04-03,City of Upland,,,,https://public.tableau.com/app/profile/city.of.upland,United States,California,Upland
Lincoln Toiaivao,False,2018-02-01,lincoln.toiaivao,0,0,60,12,2018-06-07,Missionu,,,,https://public.tableau.com/app/profile/lincoln.toiaivao,United States,California,San Francisco
Jeho Park,False,2018-02-01,jeho.park.1,0,0,119,15,2021-11-11,Claremont McKenna College,,,Covid-19_16137258720980,https://public.tableau.com/app/profile/jeho.park.1,United States,California,
SmartDrive,False,2018-02-01,owen4705,0,0,2,1,2018-04-06,SmartDrive Systems,,,SpeedSegment,https://public.tableau.com/app/profile/owen4705,United States,California,San Diego
Arno Grigorian,False,2018-02-01,arno.grigorian,1,0,1,1,2020-10-14,Intapp,,,,https://public.tableau.com/app/profile/arno.grigorian,United States,California,San Jose
Michael Paulmarie,False,2018-02-01,michael.paulmarie,0,0,3,1,2018-06-26,Yonder Consulting,,,,https://public.tableau.com/app/profile/michael.paulmarie,United States,California,Sacramento
Edgar Mercado,False,2018-02-01,emercado,0,0,12,1,2018-02-02,,,Analyzing stuff,,https://public.tableau.com/app/profile/emercado,United States,California,San Francisco
Natasha Arora,False,2018-01-01,natasha.arora,0,0,42,2,2021-10-12,Genpact,,,,https://public.tableau.com/app/profile/natasha.arora,United States,California,Palo Alto
Athlete Viewpoint,False,2018-01-01,athlete.viewpoint,0,0,2,0,2018-01-16,Athlete Viewpoint,,,,https://public.tableau.com/app/profile/athlete.viewpoint,United States,California,
Danielle M Kish,False,2018-01-01,danielle4928,1,0,15,3,2018-02-25,Shop-Ware,,,,https://public.tableau.com/app/profile/danielle4928,United States,California,SAN JOSE
GAIA,False,2018-01-01,doun.moon,0,0,30,4,2020-07-28,Global Alliance for Incinerator Alternatives,,,,https://public.tableau.com/app/profile/doun.moon,United States,California,
Noni Gulati,False,2021-03-01,noni.gulati,0,0,9,1,2021-05-15,Texas A&M University,,,,https://public.tableau.com/app/profile/noni.gulati,United States,California,Sunnyvale
Sonic Prabhudesai,False,2017-12-01,sonic5543,0,0,31,2,2018-04-12,UC Davis,,,,https://public.tableau.com/app/profile/sonic5543,United States,California,San Francisco
Dr Sidaoui,False,2015-02-01,dr.sidaoui,1,1,23,2,2015-10-02,Univeristy of San Francisco,,,,https://public.tableau.com/app/profile/dr.sidaoui,United States,California,San Francisco
Anthony Sim,False,2017-12-01,anthony.sim3286,1,0,9,5,2018-01-03,,,,,https://public.tableau.com/app/profile/anthony.sim3286,United States,California,"Los Angeles, CA"
Sean Bennington,False,2017-12-01,sean.bennington8346,15,0,0,0,,Illumina,,,,https://public.tableau.com/app/profile/sean.bennington8346,United States,California,San Diego
Rajesh Kore,False,2017-12-01,rajesh3823,5,0,35,7,2018-03-08,Solar Turbines,,,,https://public.tableau.com/app/profile/rajesh3823,United States,California,San Diego
David Rumsey,False,2017-12-01,david.rumsey,0,0,11,4,2017-12-07,David Rumsey Map Collection,,,,https://public.tableau.com/app/profile/david.rumsey,United States,California,
Marina Midori,False,2017-12-01,marina.dicerbo,0,0,5,2,2018-01-23,UCSF,,,,https://public.tableau.com/app/profile/marina.dicerbo,United States,California,San Francisco
